Referência (na ocasião do registro ou da renovação de adequação a RDC 134/2003);Princípio ativo;Nome comercial do medicamento similar;Detentor do registro do medicamento similar;Forma Farmacêutica;Concentração;Data da inclusão
Crestor;rosuvastatina cálcica;Rostatin;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rostatin;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosucor;TORRENT DO BRASIL LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosucor;TORRENT DO BRASIL LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosulib;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosulib;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosurax;RANBAXY FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;13/09/2015
Crestor;rosuvastatina cálcica;Rosurax;RANBAXY FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;13/09/2015
Crestor;rosuvastatina cálcica;Rosustatin;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosustatin;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosustatin;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;5 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosustatin;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;40 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosuvast;EMS S/A;COMPRIMIDO REVESTIDO;40 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosuvast;EMS S/A;COMPRIMIDO REVESTIDO;5 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosuvast;EMS S/A;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosuvast;EMS S/A;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosuvastatina Cálcica;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rosuvastatina Cálcica;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rozubine;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;5 MG;09/12/2019
Crestor;rosuvastatina cálcica;Rozubine;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;10 MG;09/12/2019
Crestor;rosuvastatina cálcica;Rozubine;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;20 MG;09/12/2019
Crestor;rosuvastatina cálcica;Rozubine;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;40 MG;09/12/2019
Crestor;rosuvastatina cálcica;Rusovas;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;40 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rusovas;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;5 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rusovas;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Rusovas;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crestor;rosuvastatina cálcica;Ruvascor;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;5 MG;15/12/2014
Crestor;rosuvastatina cálcica;Ruvascor;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Ruvascor;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crestor;rosuvastatina cálcica;Ruvascor;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;40 MG;15/12/2014
Crestor;rosuvastatina cálcica;Sancol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;5 MG;09/12/2019
Crestor;rosuvastatina cálcica;Sancol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;10 MG;13/11/2015
Crestor;rosuvastatina cálcica;Sancol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;20 MG;13/11/2015
Crestor;rosuvastatina cálcica;Sancol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;40 MG;09/12/2019
Crestor;rosuvastatina cálcica;Trezor;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;5 MG;31/08/2017
Crestor;rosuvastatina cálcica;Trezor;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Trezor;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crestor;rosuvastatina cálcica;Trezor;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;COMPRIMIDO REVESTIDO;40 MG;31/03/2019
Crestor;rosuvastatina cálcica;Zinpass;MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;40 MG;15/12/2014
Crestor;rosuvastatina cálcica;Zinpass;MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Crestor;rosuvastatina cálcica;Zinpass;MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Crixivan;sulfato de indinavir;Lafepe - Indinavir;LABORATÓRIO FARMACÊUTICO DO ESTADO DE PERNAMBUCO - LAFEPE;CÁPSULA GELATINOSA DURA;400 MG;15/12/2014
Cromolerg;cromoglicolato dissódico;Visacrom;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;SOLUÇÃO OFTÁLMICA;20 MG/ML;15/12/2014
Cromolerg;cromoglicolato dissódico;Visacrom;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;SOLUÇÃO OFTÁLMICA;40 MG/ML;15/12/2014
Cubicin;daptomicina;Exfuno;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;500 MG;17/06/2019
Cubicin;daptomicina;Trisk;EUROFARMA LABORATÓRIOS S.A.;PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;500 MG;09/12/2019
Cymbalta;cloridrato de duloxetina;Abretia;FARMOQUÍMICA S/A;CÁPSULA GELATINOSA DURA DE LIBERAÇÃO RETARDADA;30 MG;28/02/2017
Cymbalta;cloridrato de duloxetina;Abretia;FARMOQUÍMICA S/A;CÁPSULA GELATINOSA DURA DE LIBERAÇÃO RETARDADA;60 MG;28/02/2017
Cymbalta;cloridrato de duloxetina;Cymbi;EMS SIGMA PHARMA LTDA;CAPSULA GELATINOSA DURA COM MICROGRANULO S DE LIBERAÇAO RETARDADA;30 MG;15/12/2014
Cymbalta;cloridrato de duloxetina;Cymbi;EMS SIGMA PHARMA LTDA;CAPSULA GELATINOSA DURA COM MICROGRANULO S DE LIBERAÇAO RETARDADA;60 MG;15/12/2014
Cymbalta;cloridrato de duloxetina;Dep;EUROFARMA LABORATÓRIOS S.A.;CÁPSULA DURA DE LIBERAÇÃO RETARDADA;60 MG;30/06/2018
Cymbalta;cloridrato de duloxetina;Deprasil;GLAXOSMITHKLINE BRASIL LTDA;CAPSULA GELATINOSA DURA COM MICROGRÂNULO S DE LIBERAÇÃO RETARDADA;30 MG;15/12/2014
Cymbalta;cloridrato de duloxetina;Deprasil;GLAXOSMITHKLINE BRASIL LTDA;CAPSULA GELATINOSA DURA COM MICROGRÂNULO S DE LIBERAÇÃO RETARDADA;60 MG;15/12/2014
Cymbalta;cloridrato de duloxetina;Dual;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;CAPSULA GELATINOSA DURA DE LIBERAÇAO RETARDADA;30 MG;13/09/2015
Cymbalta;cloridrato de duloxetina;Dual;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;CAPSULA GELATINOSA DURA DE LIBERAÇAO RETARDADA;60 MG;13/09/2015
Cymbalta;cloridrato de duloxetina;Duatlo;SUPERA FARMA LABORATÓRIOS S.A;CÁPSULA GELATINOSA DURA DE LIBERAÇÃO RETARDADA;60 MG;30/11/2018
Cymbalta;cloridrato de duloxetina;Dulorgran;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CAPSULA GELATINOSA DURA COM MICROGRANULO S DE LIBERAÇAO RETARDADA;30 MG;15/12/2014
Cymbalta;cloridrato de duloxetina;Dulorgran;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CAPSULA GELATINOSA DURA COM MICROGRANULO S DE LIBERAÇAO RETARDADA;60 MG;15/12/2014
Cymbalta;cloridrato de duloxetina;Megoc;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CÁPSULA DURA DE LIBERAÇÃO RETARDADA;30 MG;17/06/2019
Cymbalta;cloridrato de duloxetina;Megoc;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CÁPSULA DURA DE LIBERAÇÃO RETARDADA;60 MG;17/06/2019
Cymbalta;cloridrato de duloxetina;Neulox;EMS S/A;CAPSULA GELATINOSA DURA COM MICROGRANULO S DE LIBERAÇAO RETARDADA;30 MG;30/06/2018
Cymbalta;cloridrato de duloxetina;Neulox;EMS S/A;CAPSULA GELATINOSA DURA COM MICROGRANULO S DE LIBERAÇAO RETARDADA;60 MG;30/06/2018
Cymbalta;cloridrato de duloxetina;Rethera;BIOLAB SANUS FARMACÊUTICA LTDA;CAPSULA GELATINOSA DURA COM MICROGRANULO S DE LIBERAÇAO RETARDADA;60 MG;26/01/2015
Cymbalta;cloridrato de duloxetina;Rethera;BIOLAB SANUS FARMACÊUTICA LTDA;CAPSULA GELATINOSA DURA COM MICROGRANULO S DE LIBERAÇAO RETARDADA;30 MG;26/01/2015
Cymbalta;cloridrato de duloxetina;Sozz;BIOLAB FARMA GENERICOS LTDA;CÁPSULA GELATINOSA DURA DE LIBERAÇÃO RETARDADA;60 MG;11/05/2020
Cymbalta;cloridrato de duloxetina;Sympta;MOMENTA FARMACÊUTICA LTDA.;CÁPSULA GELATINOSA DURA DE LIBERAÇÃO RETARDADA;60 MG;30/11/2018
Cymbalta;cloridrato de duloxetina;Velija;LIBBS FARMACÊUTICA LTDA;CAPSULA GELATINOSA DURA DE LIBERAÇÃO RETARDADA;60 MG;15/12/2014
Cymbalta;cloridrato de duloxetina;Velija;LIBBS FARMACÊUTICA LTDA;CAPSULA GELATINOSA DURA DE LIBERAÇÃO RETARDADA;30 MG;15/12/2014
Cymevene;ganciclovir;Ganciclotrat;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;500 MG;15/12/2014
Dacarb;dacarbazina;D.T.I.;UCB BIOPHARMA S.A.;PÓ LIÓFILO INJETÁVEL;10 MG/ML;13/09/2015
Dacarb;dacarbazina;Fauldacar;LIBBS FARMACÊUTICA LTDA;PÓ LIÓFILO INJETÁVEL;10 MG/ML;15/12/2014
Dacogen;decitabina;Deci;SUN FARMACÊUTICA DO BRASIL LTDA;PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;50 MG;30/09/2019
Dacogen;decitabina;Redtibin;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;50 MG;30/04/2017
Daforin;cloridrato de fluoxetina;Depress;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;SOLUÇÃO ORAL;20 MG/ML;26/01/2015
Daforin;cloridrato de fluoxetina;Fluxene;EUROFARMA LABORATÓRIOS S.A.;CÁPSULA GELATINOSA DURA;10 MG;15/12/2014
Daforin;cloridrato de fluoxetina;Prozen;LABORATÓRIO TEUTO BRASILEIRO S/A;SOLUÇÃO ORAL;20 MG/ML;15/12/2014
Daforin;cloridrato de fluoxetina;Psiquial;MERCK S/A;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Dalacin C;cloridrato de clindamicina;Clindacin;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;150 MG/ML;15/12/2014
Dalacin C;cloridrato de clindamicina;Clindamin C;LABORATÓRIO TEUTO BRASILEIRO S/A;CÁPSULA GELATINOSA DURA;300 MG;27/07/2015
Dalacin C;cloridrato de clindamicina;Clindarix;BLAU FARMACÊUTICA SA;SOLUÇÃO INJETÁVEL;150 MG/ML;15/12/2014
Dalacin C;clindamicina;Hyclin;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;SOLUÇÃO INJETÁVEL;150 MG/ML;15/12/2014
Daonil;glibenclamida;Glibendiab;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;5 MG;15/12/2014
Daonil;glibenclamida;Glibeneck;ONEFARMA INDUSTRIA FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;5 MG;31/12/2016
Daonil;glibenclamida;Glicamin;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO SIMPLES;5 MG;15/12/2014
Daonil;glibenclamida;Glionil;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;5 MG;01/06/2015
Daunoblastina;cloridrato de daunorrubicina;Evoclass;EVOLABIS PRODUTOS FARMACÊUTICOS LTDA;PÓ LIÓFILO PARA SOLUÇÃO INJETÁVEL;20 MG;15/12/2014
Ddavp;acetato de desmopressina;Eponim;LABORATÓRIOS FERRING LTDA;COMPRIMIDO SIMPLES;0,1 MG;30/11/2018
Ddavp;acetato de desmopressina;Eponim;LABORATÓRIOS FERRING LTDA;COMPRIMIDO SIMPLES;0,2 MG;30/11/2018
Ddavp;acetato de desmopressina;Eponim;LABORATÓRIOS FERRING LTDA;SOLUÇÃO NASAL;0,1 MG/ML;30/11/2018
Ddavp;acetato de desmopressina;Eponim;LABORATÓRIOS FERRING LTDA;SOLUÇÃO INJETÁVEL;4 MCG/ML;30/11/2018
Ddavp;acetato de desmopressina;Eponim;LABORATÓRIOS FERRING LTDA;SOLUÇÃO INJETÁVEL;15 MCG/ML;30/11/2018
Ddavp;acetato de desmopressina;Furp  - Desmopressina;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;SOLUÇÃO NASAL;0,1 MG/ML;15/12/2014
Decadron;dexametasona;Acetazona;THEODORO F SOBRAL & CIA LTDA;ELIXIR;0,1 MG/ML;15/12/2014
Decadron;dexametasona;Bexeton;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;ELIXIR;0,1MG/ML;15/12/2014
Decadron;fosfato dissódico de dexametasona;Corticoidex;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;4 MG/ML;31/03/2019
Decadron;acetato de dexametasona;Cortitop;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;ELIXIR;0,1 MG/ML;15/12/2014
Decadron;dexametasona;Dexaden;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ELIXIR;0,1MG/ML;13/11/2015
Decadron;dexametasona;Dexanil;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;SOLUÇÃO INJETÁVEL;2 MG/ML;15/12/2014
Decadron;dexametasona;Dexanil;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;SOLUÇÃO INJETÁVEL;4 MG/ML;15/12/2014
Decadron;fosfato dissódico de dexametasona;Dexanil;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;SOLUÇÃO INJETÁVEL;2 MG/ML;15/12/2014
Decadron;fosfato dissódico de dexametasona;Dexanil;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;SOLUÇÃO INJETÁVEL;4,0 MG/ML;15/12/2014
Decadron;dexametasona;Koidexa;EUROFARMA LABORATÓRIOS S.A.;ELIXIR;0,1MG/ML;15/12/2014
Decadron;dexametasona;Neodex;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ELIXIR;0,1 MG/ML;30/04/2018
Decadron Colirio;fosfato dissódico de dexametasona + sulfato de neomicina;Dexavison;LABORATÓRIO TEUTO BRASILEIRO S/A;SOLUÇÃO OFTÁLMICA;1 MG/ML + 3,5 MG/ML;15/12/2014
Depakene;valproato de sódio;Epilenil;BIOLAB SANUS FARMACÊUTICA LTDA;CÁPSULA GELATINOSA MOLE;250 MG;15/12/2014
Depakene;valproato de sódio;Epilenil;BIOLAB SANUS FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;576 MG;15/12/2014
Depakene;valproato de sódio;Lavie;PRATI DONADUZZI & CIA LTDA;XAROPE;50 MG/ML;30/09/2019
Depakene;valproato de sódio;Valprene;LABORATÓRIO TEUTO BRASILEIRO S/A;XAROPE;50 MG/ML;15/12/2014
Depakene;valproato de sódio;Vodsso;ABBOTT LABORATÓRIOS DO BRASIL LTDA;XAROPE;50 MG/ML;30/06/2016
Depakene;ácido valpróico;Vodsso;ABBOTT LABORATÓRIOS DO BRASIL LTDA;CÁPSULA GELATINOSA MOLE;250 MG;30/06/2016
Depakene;valproato de sódio;Vodsso;ABBOTT LABORATÓRIOS DO BRASIL LTDA;COMPRIMIDO REVESTIDO;300 MG;30/06/2016
Depakene;valproato de sódio;Vodsso;ABBOTT LABORATÓRIOS DO BRASIL LTDA;COMPRIMIDO REVESTIDO;500 MG;30/06/2016
Depakote;divalproato de sódio;Divalcon;ABBOTT LABORATÓRIOS DO BRASIL LTDA;COMPRIMIDO REVESTIDO;250 MG;31/03/2016
Depakote;divalproato de sódio;Divalcon;ABBOTT LABORATÓRIOS DO BRASIL LTDA;COMPRIMIDO REVESTIDO;500 MG;31/03/2016
Depakote;divalproato de sódio;Diztabex;NOVA QUIMICA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;250 MG;30/09/2019
Depakote;divalproato de sódio;Diztabex;NOVA QUIMICA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;500 MG;30/09/2019
Depakote;divalproato de sódio;Zyvalprex;ZYDUS NIKKHO FARMACÊUTICA LTDA;COMPRIMIDO COM REVESTIMENTO ENTÉRICO;250 MG;15/12/2014
Depakote;divalproato de sódio;Zyvalprex;ZYDUS NIKKHO FARMACÊUTICA LTDA;COMPRIMIDO COM REVESTIMENTO ENTÉRICO;500 MG;15/12/2014
Depakote ER;divalproato de sódio;Devaly Lp;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;250 MG;31/03/2019
Depakote ER;divalproato de sódio;Devaly Lp;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;500 MG;31/03/2019
Depakote ER;divalproato de sódio;Divalcon;ABBOTT LABORATÓRIOS DO BRASIL LTDA;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;250 MG;31/03/2016
Depakote ER;divalproato de sódio;Divalcon;ABBOTT LABORATÓRIOS DO BRASIL LTDA;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;500 MG;31/03/2016
Depakote ER;divalproato de sódio;Valpi;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;500 MG;31/08/2018
Depakote Sprinkle;divalproato de sódio;Divalcon;ABBOTT LABORATÓRIOS DO BRASIL LTDA;CAPSULA GELATINOSA DURA COM MICROGRANULO S;125 MG;31/03/2016
Depo-Provera;acetato de medroxiprogeste rona;Demedrox;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;SUSPENSÃO INJETÁVEL;150 MG/ML;30/04/2018
Depo-Provera;acetato de medroxiprogeste rona;Sayana;WYETH INDÚSTRIA FARMACÊUTICA LTDA;SUSPENSÃO INJETÁVEL;150 MG/ML;28/02/2018
Depo-Provera;acetato de medroxiprogeste rona;Sayana;WYETH INDÚSTRIA FARMACÊUTICA LTDA;SUSPENSÃO INJETÁVEL;160 MG/ML;28/02/2018
Dermazine;sulfadiazina de prata;Silglós;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CREME DERMATOLÓGIC O;10 MG/G;15/12/2014
Dermazine;sulfadiazina de prata;Vitadiazin;NATIVITA IND. COM. LTDA.;CREME DERMATOLÓGIC O;10 MG/G;15/12/2014
Desalex;desloratadina;Aleradina;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;5 MG;15/12/2014
Desalex;desloratadina;Aleradina;GERMED FARMACEUTICA LTDA;XAROPE;0,5 MG/ML;15/12/2014
Desalex;desloratadina;Aloff;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO REVESTIDO;5 MG;30/09/2019
Desalex;desloratadina;Aloff Xpe;MOMENTA FARMACÊUTICA LTDA.;XAROPE;0,5 MG/ML;17/06/2019
Desalex;desloratadina;Aviant;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;5 MG;31/08/2016
Desalex;desloratadina;Aviant;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;XAROPE;0,5 MG/ML;31/08/2016
Desalex;desloratadina;Deslin;ZYDUS NIKKHO FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;5 MG;30/06/2016
Desalex;desloratadina;Deslorana;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;5 MG;15/12/2014
Desalex;desloratadina;Deslorana;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;XAROPE;0,5 MG/ML;15/12/2014
Desalex;desloratadina;Desotidex;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;5 MG;13/11/2015
Desalex;desloratadina;Destadin;EMS S/A;COMPRIMIDO REVESTIDO;5 MG;15/12/2014
Desalex;desloratadina;Destadin;EMS S/A;XAROPE;0,5 MG/ML;15/12/2014
Desalex;desloratadina;Esalerg;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;5 MG;15/12/2014
Desalex;desloratadina;Esalerg;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;XAROPE;0,5 MG/ML;15/12/2014
Desalex;desloratadina;Histabloc;MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;XAROPE;0,5 MG/ML;15/12/2014
Desalex;desloratadina;Leg;EUROFARMA LABORATÓRIOS S.A.;XAROPE;0,5 MG/ML;30/06/2018
Desalex;desloratadina;Leg;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;5 MG;31/03/2019
Desalex;desloratadina;Sigmaliv;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;5 MG;15/12/2014
Desalex;desloratadina;Sigmaliv;EMS SIGMA PHARMA LTDA;XAROPE;0,5 MG/ML;15/12/2014
Desalex D12;desloratadina + sulfato de pseudoefedrina;Aviant Efe;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;2,5 MG + 120 MG;28/02/2017
Desalex D12;desloratadina + sulfato de pseudoefedrina;Esalerg D12;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO DE LIBERAÇÃO MODIFICADA;2,5 MG + 120 MG;30/11/2018
Desonol;desonida;Dermatol;GERMED FARMACEUTICA LTDA;CREME DERMATOLÓGIC O;0,5MG/G;15/12/2014
Desonol;desonida;Dermatol;GERMED FARMACEUTICA LTDA;POMADA DERMATOLÓGIC A;0,5MG/G;15/12/2014
Desonol;desonida;Dermatol;GERMED FARMACEUTICA LTDA;LOÇÃO;1 MG/G;15/12/2014
Desonol;desonida;Desocare;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CREME DERMATOLÓGIC O;0,5 MG/G;15/12/2014
Desonol;desonida;Desonida;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CREME DERMATOLÓGIC O;0,50 MG/G;15/12/2014
Desonol;desonida;Desoskin;EMS SIGMA PHARMA LTDA;CREME DERMATOLÓGIC O;0,5 MG/G;15/12/2014
Desonol;desonida;Desotop;HYPERMARCAS S/A;CREME DERMATOLÓGIC O;0,5 MG/G;15/12/2014
Despacilina;benzilpenicilina procaína + benzilpenicilina potássica;Furp - Benzilpenicilina Procaína + Benzilpenicilina Potássica;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;300.000 UI + 100.000 UI;17/06/2019
Despacilina;benzilpenicilina procaína + benzilpenicilina potássica;Benzapen G;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ SUSPENSÃO INJETÁVEL + SOLUÇÃO DILUENTE;300.000 UI + 100.000 UI;15/12/2014
Dexason;dexametasona;Acetazona;THEODORO F SOBRAL & CIA LTDA;CREME DERMATOLÓGIC O;1 MG/G;15/12/2014
Dexason;acetato de dexametasona;Cetadex;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;CREME DERMATOLÓGIC O;1 MG/G;15/12/2014
Dexason;acetato de dexametasona;Cortitop;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;CREME DERMATOLÓGIC O;1 MG/G;15/12/2014
Dexason;dexametasona;Dexameson;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;CREME DERMATOLÓGIC O;1 MG/G;15/12/2014
Dexason;dexametasona;Dexametax;KLEY HERTZ S/A INDÚSTRIA E COMÉRCIO;CREME DERMATOLÓGIC O;1 MG/G;27/07/2015
Dexason;dexametasona;Dexametonal;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CREME DERMATOLÓGIC O;1 MG/G;15/12/2014
Dexason;dexametasona;Dexametrat;LABORATÓRIO GLOBO LTDA;CREME DERMATOLÓGIC O;1 MG/G;31/03/2016
Dexason;dexametasona;Dexamex;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;CREME DERMATOLÓGIC O;1 MG/G;15/12/2014
Dexason;acetato de dexametasona;Farmanguinhos - Dexametasona;FUNDAÇÃO OSWALDO CRUZ;CREME DERMATOLÓGIC O;1 MG/G;15/12/2014
Dexason;acetato de dexametasona;Lafepe - Dexametasona;LABORATÓRIO FARMACÊUTICO DO ESTADO DE PERNAMBUCO - LAFEPE;CREME DERMATOLÓGIC O;1 MG/G;15/12/2014
